,sentence,word,label,start,end,sure
3437,Dinosaurs BIG and dinosaurs TINY Dinosaurs SMOOTH and dinosaurs SPINY.,dinosaurs,Biological Kind,54,63,False
3438,Dinosaurs BIG and dinosaurs TINY Dinosaurs SMOOTH and dinosaurs SPINY.,Dinosaurs,Biological Kind,0,9,False
3439,Dinosaurs BIG and dinosaurs TINY Dinosaurs SMOOTH and dinosaurs SPINY.,Dinosaurs,Biological Kind,33,42,False
3446,"“I really don’t know, but we need to find out why that frog’s here and why Mr. Ream is after her,” I answered.",we,Biological Kind,26,28,False
3448,"“I really don’t know, but we need to find out why that frog’s here and why Mr. Ream is after her,” I answered.",I,Biological Kind,1,2,False
3449,"“I really don’t know, but we need to find out why that frog’s here and why Mr. Ream is after her,” I answered.",I,Biological Kind,99,100,False
3453,"“I really don’t know, but we need to find out why that frog’s here and why Mr. Ream is after her,” I answered.",her,Biological Kind,93,96,False
3465,I Love reading every day Yourhealthysnacksjust make my day.,day,Non-Living Kind,21,24,False
3466,I Love reading every day Yourhealthysnacksjust make my day.,day,Non-Living Kind,55,58,False
3519,"When he was a lowercase y, he told all his friends that he was an alien from another planet.",he,Anthropomorphized,5,7,False
3520,"When he was a lowercase y, he told all his friends that he was an alien from another planet.",he,Anthropomorphized,27,29,False
3521,"When he was a lowercase y, he told all his friends that he was an alien from another planet.",he,Anthropomorphized,56,58,False
3539,"On his way home, he was always too busy looking at the trees and the stream to remember where he was going.",he,Biological Kind,17,19,False
3543,"On his way home, he was always too busy looking at the trees and the stream to remember where he was going.",he,Biological Kind,94,96,False
3553,"They'll be waiting in your toy box when you wake, my sleepyhead!",you,Biological Kind,40,43,False
3560,"Then Strong-arm called up his brothers, and when they had embraced their father, they soon broke his chain and set him free.",they,Biological Kind,49,53,False
3561,"Then Strong-arm called up his brothers, and when they had embraced their father, they soon broke his chain and set him free.",they,Biological Kind,81,85,False
3608,"""He has terrible tusks, and terrible claws, And terrible teeth in his terrible jaws. """,terrible,Normative Feature,8,16,False
3609,"""He has terrible tusks, and terrible claws, And terrible teeth in his terrible jaws. """,terrible,Normative Feature,28,36,False
3610,"""He has terrible tusks, and terrible claws, And terrible teeth in his terrible jaws. """,terrible,Normative Feature,48,56,False
3611,"""He has terrible tusks, and terrible claws, And terrible teeth in his terrible jaws. """,terrible,Normative Feature,70,78,False
3625,We wish you a merryWe wish you a merryChristmas.,We,Biological Kind,0,2,False
3626,We wish you a merryWe wish you a merryChristmas.,We,Biological Kind,19,21,False
3627,We wish you a merryWe wish you a merryChristmas.,you,Biological Kind,8,11,False
3628,We wish you a merryWe wish you a merryChristmas.,you,Biological Kind,27,30,False
3629,We wish you a merryWe wish you a merryChristmas.,wish,Mental State,3,7,False
3630,We wish you a merryWe wish you a merryChristmas.,wish,Mental State,22,26,False
3631,We wish you a merryWe wish you a merryChristmas.,merry,Perceptual,14,19,False
3632,We wish you a merryWe wish you a merryChristmas.,merry,Perceptual,33,38,False
3634,"After her third audition, the director, Sergei Denham, said, “How would you like to be in the Ballet Russe de Monte Carlo?” “It is my dearest dream,”she said.",said,Behavioral,55,59,False
3635,"After her third audition, the director, Sergei Denham, said, “How would you like to be in the Ballet Russe de Monte Carlo?” “It is my dearest dream,”she said.",said,Behavioral,153,157,False
3671,"If she's missing your mom and dad, tell her, ""They'll be here tomorrow, bright and early. """,her,Biological Kind,40,43,False
3693,"Say what you will, or say what you may, there’s nobody else who is like Ms. McKay.",you,Biological Kind,9,12,False
3694,"Say what you will, or say what you may, there’s nobody else who is like Ms. McKay.",you,Biological Kind,31,34,False
3722,"You can even fish in the deep water as you go, because surely you are meant to be better fishermen than the Durds as well.",fish,Behavioral,13,17,False
3726,"You can even fish in the deep water as you go, because surely you are meant to be better fishermen than the Durds as well.",you,Biological Kind,39,42,False
3727,"You can even fish in the deep water as you go, because surely you are meant to be better fishermen than the Durds as well.",you,Biological Kind,62,65,False
3752,"Teddy's eyes were fixed on his father, and all his father could do was to whisper, ""Sit still, Teddy.",Teddy,Biological Kind,0,5,False
3753,"Teddy's eyes were fixed on his father, and all his father could do was to whisper, ""Sit still, Teddy.",Teddy,Biological Kind,95,100,False
3754,"Teddy's eyes were fixed on his father, and all his father could do was to whisper, ""Sit still, Teddy.",father,Social Kind/Role,31,37,False
3755,"Teddy's eyes were fixed on his father, and all his father could do was to whisper, ""Sit still, Teddy.",father,Social Kind/Role,51,57,False
3766,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",went,Behavioral,61,65,False
3767,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",went,Behavioral,321,325,False
3770,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",ate,Behavioral,216,219,False
3771,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",ate,Behavioral,269,272,False
3778,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,72,74,False
3779,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,86,88,False
3780,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,199,201,False
3782,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,262,264,False
3784,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,283,285,False
3785,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,292,294,False
3786,"FLOPSY, Mopsy, and Cottontail, who were good little bunnies, went down the lane to gather blackberries;BUT Peter, who was very naughty, ran straight away to Mr. McGregor's garden and squeezed under the gate!FIRST he ate some lettuces and some French beans; and then he ate some radishes;AND then, feeling rather sick, he went to look for some parsley.",he,Biological Kind,308,310,False
3804,What they wanted most of all was to be picked to fight at the bull fights in Madrid.,fight,Behavioral,49,54,False
3816,When a yolk stops climbing it stays where it is.,it,Anthropomorphized,27,29,False
3817,When a yolk stops climbing it stays where it is.,it,Anthropomorphized,42,44,False
3827,"” After he had eaten his full, the man saw the wool and said, “Let me repay your kindness.",he,Biological Kind,8,10,False
3835,"Make sure that the seeds get plenty of sunlight and water, and you will have all the Figgy Melons you can eat soon enough.",you,Biological Kind,63,66,False
3836,"Make sure that the seeds get plenty of sunlight and water, and you will have all the Figgy Melons you can eat soon enough.",you,Biological Kind,98,101,False
3852,"And not only did the bull bend his neck, he absolutely knelt down at her feet, and made such intelligent nods, and other inviting gestures, that Europa understood what he meant just as well as if he had put it in so many words.",he,Biological Kind,41,43,False
3855,"And not only did the bull bend his neck, he absolutely knelt down at her feet, and made such intelligent nods, and other inviting gestures, that Europa understood what he meant just as well as if he had put it in so many words.",he,Biological Kind,168,170,False
3856,"And not only did the bull bend his neck, he absolutely knelt down at her feet, and made such intelligent nods, and other inviting gestures, that Europa understood what he meant just as well as if he had put it in so many words.",he,Biological Kind,196,198,False
3877,"""Little Red Riding Hood raised her eyes, and when she saw the sunbeams dancing here and there through the trees, and pretty flowers growing everywhere, she thought, suppose I take grandmother a fresh nosegay.",she,Biological Kind,50,53,False
3878,"""Little Red Riding Hood raised her eyes, and when she saw the sunbeams dancing here and there through the trees, and pretty flowers growing everywhere, she thought, suppose I take grandmother a fresh nosegay.",she,Biological Kind,152,155,False
3897,If you will only stop with us we will have your wife and children looked after for you much better than you can do it yourself.,you,Biological Kind,3,6,False
3899,If you will only stop with us we will have your wife and children looked after for you much better than you can do it yourself.,you,Biological Kind,83,86,False
3900,If you will only stop with us we will have your wife and children looked after for you much better than you can do it yourself.,you,Biological Kind,104,107,False
3907,"Patter, patter, patter… QUICK FEET!",patter,Behavioral,8,14,False
3908,"Patter, patter, patter… QUICK FEET!",patter,Behavioral,16,22,False
3916,"Give away my hockey stick, give away my hoop, But don't give away my alligator soup.",give,Behavioral,27,31,False
3917,"Give away my hockey stick, give away my hoop, But don't give away my alligator soup.",give,Behavioral,56,60,False
3921,This time he built a fence around the garden so that no animals could get inside.,he,Biological Kind,10,12,False
3938,"Boa constrictor, Boa constrictor what do you hear?",Boa constrictor,Biological Kind,0,15,False
3939,"Boa constrictor, Boa constrictor what do you hear?",Boa constrictor,Biological Kind,17,32,False
3953,"And Piglet wished very much that his Grandfather T. W. were there, instead of elsewhere, and Pooh thought how nice it would be if they met Christopher Robin suddenly but quite accidentally, and only because he liked Christopher Robin so much.",Christopher Robin,Biological Kind,139,156,False
3954,"And Piglet wished very much that his Grandfather T. W. were there, instead of elsewhere, and Pooh thought how nice it would be if they met Christopher Robin suddenly but quite accidentally, and only because he liked Christopher Robin so much.",Christopher Robin,Biological Kind,216,233,False
3961,"And Piglet wished very much that his Grandfather T. W. were there, instead of elsewhere, and Pooh thought how nice it would be if they met Christopher Robin suddenly but quite accidentally, and only because he liked Christopher Robin so much.",he,Biological Kind,207,209,False
3975,"It's time for bed, little foal, little foal, I'll whisper a secret, but don't tell a soul.",foal,Biological Kind,26,30,False
3976,"It's time for bed, little foal, little foal, I'll whisper a secret, but don't tell a soul.",foal,Biological Kind,39,43,False
3978,"It's time for bed, little foal, little foal, I'll whisper a secret, but don't tell a soul.",I,Biological Kind,45,46,False
3980,"It's time for bed, little foal, little foal, I'll whisper a secret, but don't tell a soul.",little,Perceptual,19,25,False
3981,"It's time for bed, little foal, little foal, I'll whisper a secret, but don't tell a soul.",little,Perceptual,32,38,False
4010,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,car,Artifacts,109,112,False
4011,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,car,Artifacts,304,307,False
4026,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,we,Biological Kind,68,70,False
4028,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,Nick,Biological Kind,203,207,False
4029,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,Nick,Biological Kind,254,258,False
4032,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,I,Biological Kind,167,168,False
4033,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,I,Biological Kind,213,214,False
4034,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,I,Biological Kind,239,240,False
4035,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,me,Biological Kind,126,128,False
4037,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,me,Biological Kind,320,322,False
4039,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,mud,Non-Living Kind,199,202,False
4041,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,muddy,Perceptual,147,152,False
4042,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,muddy,Perceptual,333,338,False
4043,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,mom,Social Kind/Role,91,94,False
4044,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,mom,Social Kind/Role,281,284,False
4045,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,crybaby,Social Kind/Role,221,228,False
4046,On the way downstairs the elevator door closed on my foot and while we were waiting for my mom to go get the car Anthony made me fall where it was muddy and then when I started crying because of the mud Nick said I was a crybaby and while I was punching Nick for saying crybaby my mom came back with the car and scolded me for being muddy and fighting.,crybaby,Social Kind/Role,270,277,False
4054,"” He went home right away, and (after he cleaned the dust off his bathtub!)",he,Biological Kind,38,40,False
]4058,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",bed,Artifacts,68,71,False
4059,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",bed,Artifacts,87,90,False
4067,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",size,Perceptual,63,67,False
4068,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",size,Perceptual,106,110,False
4079,"Once again she would not move, even though she swayed with exhaustion.",she,Biological Kind,11,14,False
4080,"Once again she would not move, even though she swayed with exhaustion.",she,Biological Kind,43,46,False
4091,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",you,Biological Kind,11,14,False
4092,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",you,Biological Kind,43,46,False
4097,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",I,Anthropomorphized,1,2,False
4119,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",you,Biological Kind,3,6,False
4120,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",you,Biological Kind,15,18,False
4130,"""i'm building us umbrellas!""",i,Biological Kind,1,2,False
4142,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",you,Biological Kind,17,20,False
4143,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",you,Biological Kind,78,81,False
4149,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,33,36,False
4150,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,86,89,False
4151,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,162,165,False
4152,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,227,230,False
4153,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,284,287,False
4154,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,348,351,False
4155,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bus,Artifacts,400,403,False
4156,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,windows,Artifacts,18,25,False
4157,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,windows,Artifacts,71,78,False
4158,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,wipers,Artifacts,126,132,False
4159,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,wipers,Artifacts,213,219,False
4160,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,135,140,False
4161,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,141,146,False
4162,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,147,152,False
4163,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,171,176,False
4164,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,177,182,False
4165,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,183,188,False
4166,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,191,196,False
4167,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,197,202,False
4168,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,203,208,False
4169,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,234,239,False
4170,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,240,245,False
4171,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,swish,Behavioral,246,251,False
4173,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bump,Behavioral,299,303,False
4175,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bump,Behavioral,312,316,False
4177,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bump,Behavioral,325,329,False
4179,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bump,Behavioral,363,367,False
4180,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bumpety,Behavioral,291,298,False
4181,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bumpety,Behavioral,304,311,False
4182,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bumpety,Behavioral,317,324,False
4183,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,bumpety,Behavioral,355,362,False
