label,input,output
Normative Feature,"” He went home right away, and (after he cleaned the dust off his bathtub!)",[]
Perceptual,"” He went home right away, and (after he cleaned the dust off his bathtub!)",[]
Social Kind/Role,"” He went home right away, and (after he cleaned the dust off his bathtub!)",[]
Anthropomorphized,"” He went home right away, and (after he cleaned the dust off his bathtub!)",[]
Artifacts,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.","['bed', 'bed', 'drawers', 'chair', 'chest']"
Behavioral,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",['stood']
Biological Kind,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",['him']
Mental State,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",[]
Non-Living Kind,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",[]
Normative Feature,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",['right']
Perceptual,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.","['little', 'size', 'size']"
Social Kind/Role,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",['girl']
Anthropomorphized,"There was a chair and a chest of drawers, and alongside a girl-size bed stood a little bed just the right size for him.",[]
Artifacts,And a big white hen Standing on one leg.,[]
Behavioral,And a big white hen Standing on one leg.,['Standing']
Biological Kind,And a big white hen Standing on one leg.,"['leg', 'hen']"
Mental State,And a big white hen Standing on one leg.,[]
Non-Living Kind,And a big white hen Standing on one leg.,[]
Normative Feature,And a big white hen Standing on one leg.,[]
Perceptual,And a big white hen Standing on one leg.,"['white', 'big', 'one']"
Social Kind/Role,And a big white hen Standing on one leg.,[]
Anthropomorphized,And a big white hen Standing on one leg.,[]
Artifacts,"Once again she would not move, even though she swayed with exhaustion.",[]
Behavioral,"Once again she would not move, even though she swayed with exhaustion.","['exhaustion', 'swayed', 'move']"
Biological Kind,"Once again she would not move, even though she swayed with exhaustion.","['she', 'she']"
Mental State,"Once again she would not move, even though she swayed with exhaustion.",[]
Non-Living Kind,"Once again she would not move, even though she swayed with exhaustion.",[]
Normative Feature,"Once again she would not move, even though she swayed with exhaustion.",[]
Perceptual,"Once again she would not move, even though she swayed with exhaustion.",[]
Social Kind/Role,"Once again she would not move, even though she swayed with exhaustion.",[]
Anthropomorphized,"Once again she would not move, even though she swayed with exhaustion.",[]
Artifacts,SUPRISE!,[]
Behavioral,SUPRISE!,[]
Biological Kind,SUPRISE!,[]
Mental State,SUPRISE!,['SUPRISE']
Non-Living Kind,SUPRISE!,[]
Normative Feature,SUPRISE!,[]
Perceptual,SUPRISE!,[]
Social Kind/Role,SUPRISE!,[]
Anthropomorphized,SUPRISE!,[]
Artifacts,The boards fit together tightly to keep out water.,['boards']
Behavioral,The boards fit together tightly to keep out water.,"['fit', 'keep']"
Biological Kind,The boards fit together tightly to keep out water.,[]
Mental State,The boards fit together tightly to keep out water.,[]
Non-Living Kind,The boards fit together tightly to keep out water.,['water']
Normative Feature,The boards fit together tightly to keep out water.,[]
Perceptual,The boards fit together tightly to keep out water.,['tightly']
Social Kind/Role,The boards fit together tightly to keep out water.,[]
Anthropomorphized,The boards fit together tightly to keep out water.,[]
Artifacts,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",['burrito']
Behavioral,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.","['warned', 'eat', 'roll']"
Biological Kind,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.","['you', 'you', 'worm']"
Mental State,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",[]
Non-Living Kind,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",[]
Normative Feature,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",[]
Perceptual,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",['fast']
Social Kind/Role,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.",['lunch']
Anthropomorphized,"“I’II roll you like a worm burrito and eat you for lunch!” “Not so fast,” Flip-Flop warned.","['Flip-Flop', 'I']"
Artifacts,(Jamma jamma jamma jamma P!,[]
Behavioral,(Jamma jamma jamma jamma P!,[]
Biological Kind,(Jamma jamma jamma jamma P!,[]
Mental State,(Jamma jamma jamma jamma P!,[]
Non-Living Kind,(Jamma jamma jamma jamma P!,[]
Normative Feature,(Jamma jamma jamma jamma P!,[]
Perceptual,(Jamma jamma jamma jamma P!,[]
Social Kind/Role,(Jamma jamma jamma jamma P!,[]
Anthropomorphized,(Jamma jamma jamma jamma P!,[]
Artifacts,"The two of them lie, stretched out on the sand together.",[]
Behavioral,"The two of them lie, stretched out on the sand together.","['stretched', 'lie']"
Biological Kind,"The two of them lie, stretched out on the sand together.",['them']
Mental State,"The two of them lie, stretched out on the sand together.",[]
Non-Living Kind,"The two of them lie, stretched out on the sand together.",['sand']
Normative Feature,"The two of them lie, stretched out on the sand together.",[]
Perceptual,"The two of them lie, stretched out on the sand together.",['two']
Social Kind/Role,"The two of them lie, stretched out on the sand together.",[]
Anthropomorphized,"The two of them lie, stretched out on the sand together.",[]
Artifacts,The penguin looked sad and the boy thought it must lost.,[]
Behavioral,The penguin looked sad and the boy thought it must lost.,"['looked', 'lost']"
Biological Kind,The penguin looked sad and the boy thought it must lost.,"['boy', 'penguin']"
Mental State,The penguin looked sad and the boy thought it must lost.,"['sad', 'thought']"
Non-Living Kind,The penguin looked sad and the boy thought it must lost.,[]
Normative Feature,The penguin looked sad and the boy thought it must lost.,[]
Perceptual,The penguin looked sad and the boy thought it must lost.,[]
Social Kind/Role,The penguin looked sad and the boy thought it must lost.,[]
Anthropomorphized,The penguin looked sad and the boy thought it must lost.,[]
Artifacts,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",['path']
Behavioral,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.","['listen', 'hear', 'patter', 'hiding']"
Biological Kind,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.","['Trees', 'toes', 'bird', 'you', 'elk', 'you']"
Mental State,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",[]
Non-Living Kind,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.","['breath', 'tread', 'snowdrift']"
Normative Feature,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",[]
Perceptual,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.","['thick', 'soft', 'hot']"
Social Kind/Role,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",[]
Anthropomorphized,"If you listen, you can hear the soft tread of bird's toes patter on the path that is thick with snowdrift, and the hot breath of elk who are hiding in the Trees.",[]
Artifacts,"""i'm building us umbrellas!""",['umbrellas']
Behavioral,"""i'm building us umbrellas!""",['building']
Biological Kind,"""i'm building us umbrellas!""","['i', 'us']"
Mental State,"""i'm building us umbrellas!""",[]
Non-Living Kind,"""i'm building us umbrellas!""",[]
Normative Feature,"""i'm building us umbrellas!""",[]
Perceptual,"""i'm building us umbrellas!""",[]
Social Kind/Role,"""i'm building us umbrellas!""",[]
Anthropomorphized,"""i'm building us umbrellas!""",[]
Artifacts,I see sea stars.,[]
Behavioral,I see sea stars.,['see']
Biological Kind,I see sea stars.,['I']
Mental State,I see sea stars.,[]
Non-Living Kind,I see sea stars.,"['sea', 'stars']"
Normative Feature,I see sea stars.,[]
Perceptual,I see sea stars.,[]
Social Kind/Role,I see sea stars.,[]
Anthropomorphized,I see sea stars.,[]
Artifacts,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",[]
Behavioral,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.","['said', 'offer', 'have', 'seems']"
Biological Kind,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.","['you', 'Figgy Melons', 'Raymond', 'Durds', 'you']"
Mental State,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",[]
Non-Living Kind,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",[]
Normative Feature,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",[]
Perceptual,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.","['many', 'lot']"
Social Kind/Role,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",[]
Anthropomorphized,"” “It seems like you have a lot of Figgy Melons,” said Raymond, “So many that you could offer some to the Durds.",[]
Artifacts,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,"['bus', 'windows', 'bus', 'bus', 'wipers', 'bus', 'bus', 'bus', 'wipers', 'bus', 'windows']"
Behavioral,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,"['swish', 'bump', 'swish', 'bumpety', 'bumpety', 'swish', 'bump', 'bumpety', 'go', 'swish', 'bumpety', 'swish', 'slide', 'swish', 'bump', 'go', 'bump', 'go', 'swish', 'swish', 'go', 'swish', 'slide', 'swish', 'cry', 'swish', 'swish']"
Biological Kind,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,"['riders', 'riders', 'babies']"
Mental State,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,[]
Non-Living Kind,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,[]
Normative Feature,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,[]
Perceptual,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,[]
Social Kind/Role,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,"['town', 'town', 'town', 'town']"
Anthropomorphized,All over town The windows on the bus slide up and down up and down The windows on the bus slide up and down All over town The wipers [[swish swish swish]] on the bus go [[swish swish swish]] swish swish swish The wipers on the bus go swish swish swish All over town The riders on the bus go bumpety-bump bumpety-bump bumpety-bump The riders on the bus go bumpety-bump All over town The babies on the bus cry WAAH!,[]
Artifacts,She stands under her heat lamp.,['heat lamp']
Behavioral,She stands under her heat lamp.,['stands']
Biological Kind,She stands under her heat lamp.,['She']
Mental State,She stands under her heat lamp.,[]
Non-Living Kind,She stands under her heat lamp.,[]
Normative Feature,She stands under her heat lamp.,[]
Perceptual,She stands under her heat lamp.,[]
Social Kind/Role,She stands under her heat lamp.,[]
Anthropomorphized,She stands under her heat lamp.,[]
Artifacts,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",[]
Behavioral,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",['begun']
Biological Kind,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.","['Baby', 'beluga', 'beluga', 'baby']"
Mental State,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",[]
Non-Living Kind,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.","['day', 'sun']"
Normative Feature,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",[]
Perceptual,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",[]
Social Kind/Role,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",[]
Anthropomorphized,"Baby beluga, oh, baby beluga, With tomorrow's sun, another day's begun.",[]
Artifacts,"They saved the day, and the Letter C was very grateful.",[]
Behavioral,"They saved the day, and the Letter C was very grateful.",['saved']
Biological Kind,"They saved the day, and the Letter C was very grateful.",[]
Mental State,"They saved the day, and the Letter C was very grateful.",['grateful']
Non-Living Kind,"They saved the day, and the Letter C was very grateful.",['day']
Normative Feature,"They saved the day, and the Letter C was very grateful.",['very']
Perceptual,"They saved the day, and the Letter C was very grateful.",[]
Social Kind/Role,"They saved the day, and the Letter C was very grateful.",[]
Anthropomorphized,"They saved the day, and the Letter C was very grateful.","['Letter C', 'They']"
Artifacts,So hold your head high and don't be afraid to march to the front of your own parade.,[]
Behavioral,So hold your head high and don't be afraid to march to the front of your own parade.,"['hold', 'march']"
Biological Kind,So hold your head high and don't be afraid to march to the front of your own parade.,['head']
Mental State,So hold your head high and don't be afraid to march to the front of your own parade.,['afraid']
Non-Living Kind,So hold your head high and don't be afraid to march to the front of your own parade.,[]
Normative Feature,So hold your head high and don't be afraid to march to the front of your own parade.,[]
Perceptual,So hold your head high and don't be afraid to march to the front of your own parade.,['high']
Social Kind/Role,So hold your head high and don't be afraid to march to the front of your own parade.,['parade']
Anthropomorphized,So hold your head high and don't be afraid to march to the front of your own parade.,[]
Artifacts,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",[]
Behavioral,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!","['gone', 'strutted']"
Biological Kind,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!","['he', 'Cocky-locky']"
Mental State,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",[]
Non-Living Kind,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",['burrow']
Normative Feature,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",[]
Perceptual,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",[]
Social Kind/Role,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",[]
Anthropomorphized,"Then Cocky-locky strutted down into the burrow, and he hadn't gone far when—""Hrumph!",[]
Artifacts,"“Will you give her a treat, Tina?” Mom asks me.",['treat']
Behavioral,"“Will you give her a treat, Tina?” Mom asks me.","['asks', 'give']"
Biological Kind,"“Will you give her a treat, Tina?” Mom asks me.","['me', 'Tina', 'her', 'you']"
Mental State,"“Will you give her a treat, Tina?” Mom asks me.",[]
Non-Living Kind,"“Will you give her a treat, Tina?” Mom asks me.",[]
Normative Feature,"“Will you give her a treat, Tina?” Mom asks me.",[]
Perceptual,"“Will you give her a treat, Tina?” Mom asks me.",[]
Social Kind/Role,"“Will you give her a treat, Tina?” Mom asks me.",['Mom']
Anthropomorphized,"“Will you give her a treat, Tina?” Mom asks me.",[]
Artifacts,The prince wanted Pterapunzel to visit his castle.,['castle']
Behavioral,The prince wanted Pterapunzel to visit his castle.,['visit']
Biological Kind,The prince wanted Pterapunzel to visit his castle.,['Pterapunzel']
Mental State,The prince wanted Pterapunzel to visit his castle.,['wanted']
Non-Living Kind,The prince wanted Pterapunzel to visit his castle.,[]
Normative Feature,The prince wanted Pterapunzel to visit his castle.,[]
Perceptual,The prince wanted Pterapunzel to visit his castle.,[]
Social Kind/Role,The prince wanted Pterapunzel to visit his castle.,['prince']
Anthropomorphized,The prince wanted Pterapunzel to visit his castle.,[]
Artifacts,Slide with the sheep.,[]
Behavioral,Slide with the sheep.,['Slide']
Biological Kind,Slide with the sheep.,['sheep']
Mental State,Slide with the sheep.,[]
Non-Living Kind,Slide with the sheep.,[]
Normative Feature,Slide with the sheep.,[]
Perceptual,Slide with the sheep.,[]
Social Kind/Role,Slide with the sheep.,[]
Anthropomorphized,Slide with the sheep.,[]
Artifacts,Who loves you?Think of them and hug yourselfYou can feel loved.,[]
Behavioral,Who loves you?Think of them and hug yourselfYou can feel loved.,['hug']
Biological Kind,Who loves you?Think of them and hug yourselfYou can feel loved.,"['You', 'them', 'you', 'yourself']"
Mental State,Who loves you?Think of them and hug yourselfYou can feel loved.,"['Think', 'feel', 'loves', 'loved']"
Non-Living Kind,Who loves you?Think of them and hug yourselfYou can feel loved.,[]
Normative Feature,Who loves you?Think of them and hug yourselfYou can feel loved.,[]
Perceptual,Who loves you?Think of them and hug yourselfYou can feel loved.,[]
Social Kind/Role,Who loves you?Think of them and hug yourselfYou can feel loved.,[]
Anthropomorphized,Who loves you?Think of them and hug yourselfYou can feel loved.,[]
Artifacts,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,[]
Behavioral,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,"['stubbed', 'comes', 'patched']"
Biological Kind,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,"['knee', 'toe']"
Mental State,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,[]
Non-Living Kind,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,['breath']
Normative Feature,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,[]
Perceptual,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,['skinned']
Social Kind/Role,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,[]
Anthropomorphized,Next from the pileup skinned-knee D and stubbed toe E and patched up F. Then comes G all out of breath.,"['G', 'F', 'E']"
Artifacts,“Hop on over.,[]
Behavioral,“Hop on over.,['Hop']
Biological Kind,“Hop on over.,[]
Mental State,“Hop on over.,[]
Non-Living Kind,“Hop on over.,[]
Normative Feature,“Hop on over.,[]
Perceptual,“Hop on over.,[]
Social Kind/Role,“Hop on over.,[]
Anthropomorphized,“Hop on over.,[]
Artifacts,When I hear a groovy beat I'm full of happy feet!,['beat']
Behavioral,When I hear a groovy beat I'm full of happy feet!,"['hear', 'groovy']"
Biological Kind,When I hear a groovy beat I'm full of happy feet!,"['feet', 'I', 'I']"
Mental State,When I hear a groovy beat I'm full of happy feet!,['happy']
Non-Living Kind,When I hear a groovy beat I'm full of happy feet!,[]
Normative Feature,When I hear a groovy beat I'm full of happy feet!,[]
Perceptual,When I hear a groovy beat I'm full of happy feet!,['full']
Social Kind/Role,When I hear a groovy beat I'm full of happy feet!,[]
Anthropomorphized,When I hear a groovy beat I'm full of happy feet!,[]
Artifacts,I see seven dogs.,[]
Behavioral,I see seven dogs.,['see']
Biological Kind,I see seven dogs.,"['I', 'dogs']"
Mental State,I see seven dogs.,[]
Non-Living Kind,I see seven dogs.,[]
Normative Feature,I see seven dogs.,[]
Perceptual,I see seven dogs.,['seven']
Social Kind/Role,I see seven dogs.,[]
Anthropomorphized,I see seven dogs.,[]
Artifacts,"Good night, little dinosaur.",[]
Behavioral,"Good night, little dinosaur.",[]
Biological Kind,"Good night, little dinosaur.",['dinosaur']
Mental State,"Good night, little dinosaur.",[]
Non-Living Kind,"Good night, little dinosaur.",['night']
Normative Feature,"Good night, little dinosaur.",['Good']
Perceptual,"Good night, little dinosaur.",['little']
Social Kind/Role,"Good night, little dinosaur.",[]
Anthropomorphized,"Good night, little dinosaur.",[]
Artifacts,"When he crawled into the garage, I slammed the door and locked it.","['garage', 'it', 'door']"
Behavioral,"When he crawled into the garage, I slammed the door and locked it.","['crawled', 'locked', 'slammed']"
Biological Kind,"When he crawled into the garage, I slammed the door and locked it.","['I', 'he']"
Mental State,"When he crawled into the garage, I slammed the door and locked it.",[]
Non-Living Kind,"When he crawled into the garage, I slammed the door and locked it.",[]
Normative Feature,"When he crawled into the garage, I slammed the door and locked it.",[]
Perceptual,"When he crawled into the garage, I slammed the door and locked it.",[]
Social Kind/Role,"When he crawled into the garage, I slammed the door and locked it.",[]
Anthropomorphized,"When he crawled into the garage, I slammed the door and locked it.",[]
Artifacts,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.","['door', 'house', 'names']"
Behavioral,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.",['ran']
Biological Kind,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.",[]
Mental State,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.",[]
Non-Living Kind,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.",[]
Normative Feature,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.",[]
Perceptual,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.","['big', 'medium', 'small']"
Social Kind/Role,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.",[]
Anthropomorphized,"He ran past the shapes with no names, past the big triangles and medium triangles and small triangles, up to Triangle's house and right through his door.","['triangles', 'triangles', 'triangles', 'shapes', 'Triangle', 'He']"
Artifacts,Police officer.,[]
Behavioral,Police officer.,[]
Biological Kind,Police officer.,[]
Mental State,Police officer.,[]
Non-Living Kind,Police officer.,[]
Normative Feature,Police officer.,[]
Perceptual,Police officer.,[]
Social Kind/Role,Police officer.,['Police officer']
Anthropomorphized,Police officer.,[]
Artifacts,Ben tells a bedtime story.,['story']
Behavioral,Ben tells a bedtime story.,['tells']
Biological Kind,Ben tells a bedtime story.,['Ben']
Mental State,Ben tells a bedtime story.,[]
Non-Living Kind,Ben tells a bedtime story.,[]
Normative Feature,Ben tells a bedtime story.,[]
Perceptual,Ben tells a bedtime story.,[]
Social Kind/Role,Ben tells a bedtime story.,['bedtime']
Anthropomorphized,Ben tells a bedtime story.,[]
Artifacts,dust downstairs Name calling .,[]
Behavioral,dust downstairs Name calling .,['calling']
Biological Kind,dust downstairs Name calling .,[]
Mental State,dust downstairs Name calling .,[]
Non-Living Kind,dust downstairs Name calling .,['dust']
Normative Feature,dust downstairs Name calling .,[]
Perceptual,dust downstairs Name calling .,[]
Social Kind/Role,dust downstairs Name calling .,[]
Anthropomorphized,dust downstairs Name calling .,['Name']
Artifacts,” Jack was halfway to town when a man stopped him.,[]
Behavioral,” Jack was halfway to town when a man stopped him.,['stopped']
Biological Kind,” Jack was halfway to town when a man stopped him.,"['Jack', 'him', 'man']"
Mental State,” Jack was halfway to town when a man stopped him.,[]
Non-Living Kind,” Jack was halfway to town when a man stopped him.,[]
Normative Feature,” Jack was halfway to town when a man stopped him.,[]
Perceptual,” Jack was halfway to town when a man stopped him.,[]
Social Kind/Role,” Jack was halfway to town when a man stopped him.,['town']
Anthropomorphized,” Jack was halfway to town when a man stopped him.,[]
Artifacts,Clifford loves to chew shoes.,['shoes']
Behavioral,Clifford loves to chew shoes.,['chew']
Biological Kind,Clifford loves to chew shoes.,['Clifford']
Mental State,Clifford loves to chew shoes.,['loves']
Non-Living Kind,Clifford loves to chew shoes.,[]
Normative Feature,Clifford loves to chew shoes.,[]
Perceptual,Clifford loves to chew shoes.,[]
Social Kind/Role,Clifford loves to chew shoes.,[]
Anthropomorphized,Clifford loves to chew shoes.,[]
Artifacts,"The motor on the bus goes zoom, zoom, zoom all day long.","['motor', 'bus']"
Behavioral,"The motor on the bus goes zoom, zoom, zoom all day long.","['zoom', 'zoom', 'goes', 'zoom']"
Biological Kind,"The motor on the bus goes zoom, zoom, zoom all day long.",[]
Mental State,"The motor on the bus goes zoom, zoom, zoom all day long.",[]
Non-Living Kind,"The motor on the bus goes zoom, zoom, zoom all day long.",['day']
Normative Feature,"The motor on the bus goes zoom, zoom, zoom all day long.",[]
Perceptual,"The motor on the bus goes zoom, zoom, zoom all day long.",['long']
Social Kind/Role,"The motor on the bus goes zoom, zoom, zoom all day long.",[]
Anthropomorphized,"The motor on the bus goes zoom, zoom, zoom all day long.",[]
Artifacts,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",[]
Behavioral,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.","['returned', 'asked', 'eating']"
Biological Kind,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.","['he', 'food', 'giant’s', 'Jack', 'giant']"
Mental State,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",[]
Non-Living Kind,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",[]
Normative Feature,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",[]
Perceptual,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",[]
Social Kind/Role,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",['wife']
Anthropomorphized,"Once again, Jack asked the giant’s wife for food, but while he was eating the giant returned.",[]
Artifacts,Cesar led a march of workers to the capital city of California in 1966.,[]
Behavioral,Cesar led a march of workers to the capital city of California in 1966.,"['march', 'led']"
Biological Kind,Cesar led a march of workers to the capital city of California in 1966.,['Cesar']
Mental State,Cesar led a march of workers to the capital city of California in 1966.,[]
Non-Living Kind,Cesar led a march of workers to the capital city of California in 1966.,[]
Normative Feature,Cesar led a march of workers to the capital city of California in 1966.,[]
Perceptual,Cesar led a march of workers to the capital city of California in 1966.,[]
Social Kind/Role,Cesar led a march of workers to the capital city of California in 1966.,"['capital', 'California', 'city', 'workers']"
Anthropomorphized,Cesar led a march of workers to the capital city of California in 1966.,[]
Artifacts,Time to splish and splash and scrub!,[]
Behavioral,Time to splish and splash and scrub!,"['splash', 'splish', 'scrub']"
Biological Kind,Time to splish and splash and scrub!,[]
Mental State,Time to splish and splash and scrub!,[]
Non-Living Kind,Time to splish and splash and scrub!,['Time']
Normative Feature,Time to splish and splash and scrub!,[]
Perceptual,Time to splish and splash and scrub!,[]
Social Kind/Role,Time to splish and splash and scrub!,[]
Anthropomorphized,Time to splish and splash and scrub!,[]
Artifacts,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.",[]
Behavioral,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.","['track', 'startled', 'attempting', 'howl']"
